Id;ServerTimestamp;ClientTimestamp;LogLevel;Message;Stacktrace;UserId;URI;Server;CorrolationId;Status;Source
1E0FAC72-CB14-4E78-9809-2010C6EC5866;2021-05-27 10:06:01.127;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Project"",""Timestamp"":""2021-05-27 10:06:00.813"",""UserId"":""dc16ee8c-2e5c-4126-9cbe-d0421c95c06e"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""75fa2f2a-2ac0-4e78-b903-73cd977b5b95"",""ProjectId"":""28238a1a-6183-4278-8caf-8a4759180a34"",""QuotaSize"":[""rdss3: 1/500"",""linked: 0/25"",""rds: 0/25""],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[""Computer Science 409""],""Organizations"":[""https://ror.org/04xfq0f34#ORG-59ZML""],""Visibility"":""Project Members"",""ProjectList"":[],""ResourceList"":[""df9330a4-793c-4675-b003-629eb70ca926""],""UserList"":[],""ExternalInfo"":""""}";;DC16EE8C-2E5C-4126-9CBE-D0421C95C06E;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/Project/28238a1a-6183-4278-8caf-8a4759180a34/resources;CO-SP19-S01;46450662-CAFC-4100-8062-D20B7AD5BA01;;Coscine.Logging.CoscineLogger.Log
AC8E5BB2-8F5C-410B-8789-C40E5F773084;2021-05-27 10:05:57.913;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Open Project"",""Timestamp"":""2021-05-27 10:05:57.912"",""UserId"":""dc16ee8c-2e5c-4126-9cbe-d0421c95c06e"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""75fa2f2a-2ac0-4e78-b903-73cd977b5b95"",""ProjectId"":""28238a1a-6183-4278-8caf-8a4759180a34"",""ResourceId"":"""",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;DC16EE8C-2E5C-4126-9CBE-D0421C95C06E;http://coscine.rwth-aachen.de/p/rwthpubldatasets/SitePages/Home.aspx;coscine.rwth-aachen.de;75FA2F2A-2AC0-4E78-B903-73CD977B5B95;NULL;Coscine.Logging.CoscineLogger.Log
D7D7A53F-9ECB-4059-BC47-A2E3E6527D42;2021-05-27 10:02:35.547;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Open Resource (RCV)"",""Timestamp"":""2021-05-27 10:02:35.545"",""UserId"":""dc16ee8c-2e5c-4126-9cbe-d0421c95c06e"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""75fa2f2a-2ac0-4e78-b903-73cd977b5b95"",""ProjectId"":""28238a1a-6183-4278-8caf-8a4759180a34"",""ResourceId"":""df9330a4-793c-4675-b003-629eb70ca926"",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;DC16EE8C-2E5C-4126-9CBE-D0421C95C06E;http://coscine.rwth-aachen.de/p/rwthpubldatasets/SitePages/ViewResource.aspx?resource_id=df9330a4-793c-4675-b003-629eb70ca926;coscine.rwth-aachen.de;75FA2F2A-2AC0-4E78-B903-73CD977B5B95;NULL;Coscine.Logging.CoscineLogger.Log
69A7EEB3-ED01-41FE-87B1-359365E98B1E;2021-05-27 10:01:54.647;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Open Resource (RCV)"",""Timestamp"":""2021-05-27 10:01:54.645"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":""75fa2f2a-2ac0-4e78-b903-73cd977b5b95"",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/p/2985949/SitePages/ViewResource.aspx?resource_id=3f21b7fb-0168-4c90-9107-d7a8574b1113;coscine.rwth-aachen.de;75FA2F2A-2AC0-4E78-B903-73CD977B5B95;NULL;Coscine.Logging.CoscineLogger.Log
DC515473-F237-45DA-B8AA-D325497B1C9E;2021-05-27 09:47:47.380;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload File"",""Timestamp"":""2021-05-27 09:47:46.405"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer3.tif"",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Blob/Blob/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer3.tif;CO-SP19-S01;53EA199E-8CD4-472B-91D5-52A3F5C98A3D;;Coscine.Logging.CoscineLogger.Log
876C93BC-F584-4949-98F0-B7A79A421A0F;2021-05-27 09:47:46.343;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload MD"",""Timestamp"":""2021-05-27 09:47:46.315"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer3.tif"",""ApplicationsProfile"":""https://purl.org/coscine/ap/engmeta/"",""MetadataCompleteness"":""12/34"",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Tree/Tree/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer3.tif;CO-SP19-S01;F445233F-BF6B-4DFD-9181-A31B479F635C;;Coscine.Logging.CoscineLogger.Log
58090867-CB4D-4DB8-BBFE-4FC1B2F01E82;2021-05-27 09:47:45.877;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload File"",""Timestamp"":""2021-05-27 09:47:43.352"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_sum-layers_sum-layer3.tif"",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Blob/Blob/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_sum-layers_sum-layer3.tif;CO-SP19-S01;2B4CBFCE-9B16-4F8F-8BCE-B1E4F3C0D683;;Coscine.Logging.CoscineLogger.Log
420BDE05-7CF3-4A2F-A5FA-8E2D188DF0BD;2021-05-27 09:47:43.290;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload MD"",""Timestamp"":""2021-05-27 09:47:43.126"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_sum-layers_sum-layer3.tif"",""ApplicationsProfile"":""https://purl.org/coscine/ap/engmeta/"",""MetadataCompleteness"":""12/34"",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Tree/Tree/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_sum-layers_sum-layer3.tif;CO-SP19-S01;7001FE24-C68D-4D5B-AC0F-823518D73ECC;;Coscine.Logging.CoscineLogger.Log
BBAC896E-C9F9-463B-9D56-9D95B13151F7;2021-05-27 09:47:37.920;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload File"",""Timestamp"":""2021-05-27 09:47:36.859"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer2.tif"",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Blob/Blob/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer2.tif;CO-SP19-S01;C485A282-B22C-459E-8CEE-193391BA3709;;Coscine.Logging.CoscineLogger.Log
F94748E8-29F0-4137-B239-0398D5E55B91;2021-05-27 09:47:36.793;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Upload MD"",""Timestamp"":""2021-05-27 09:47:36.768"",""UserId"":""4489bbd3-72c3-432b-a193-c134ba28f925"",""RoleId"":""508b6d4e-c6ac-4aa5-8a8d-caa31dd39527"",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""ed344cf5-cc46-4aa3-a1ae-756a3a3b67b6"",""QuotaSize"":[],""ResourceId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113"",""FileId"":""3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer2.tif"",""ApplicationsProfile"":""https://purl.org/coscine/ap/engmeta/"",""MetadataCompleteness"":""12/34"",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;4489BBD3-72C3-432B-A193-C134BA28F925;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Tree/Tree/3f21b7fb-0168-4c90-9107-d7a8574b1113/20210527_Dummy_OT_images_stacked-layers_max-layers_max-layer2.tif;CO-SP19-S01;0389F275-7111-4970-9B49-66AADDF7720D;;Coscine.Logging.CoscineLogger.Log
